"id","no","province","district","village_name","latitude","longitude","area_square_meter","hectares","shape_length","population"
8494,22106,"Maydan Wardak","Hisa-I- Awali Bihsud","Gardandewal","34.509700","68.272770","1575.97127300","157597.12730000","2.02800873",9358
8506,22451,"Maydan Wardak","Markazi Bihsud","Gardangoli","34.142590","67.407010","3349.80881400","334980.88140000","3.55996157",23279
8512,12858,"Ghor","Shahrak","Gardantub","34.291600","64.664700","4349.71469800","434971.46980000","3.67903496",4411
8518,12561,"Ghor","Pasaband","Gardi","33.649360","65.576900","4537.04780800","453704.78080000","4.00291050",32574
8529,25455,"Paktika","Sharan","Gare","33.191190","68.672100","536.67252070","53667.25207000","1.14752885",25075
8540,3554,"Balkh","Chahar Kint","Gargau","36.429520","67.191690","1039.70588700","103970.58870000","1.94749275",702
8562,14113,"Hilmand","Naw Zad","Garma Shamali","32.102360","64.664340","4135.19600400","413519.60040000","4.31215267",7200
8572,29588,"Uruzgan","Shahidi Hassas","Garmab (1)","32.889190","65.554990","1828.15740300","182815.74030000","2.32599911",8117
8581,11006,"Ghazni","Nawur","Garmak (2)","34.122890","67.626090","5234.49395400","523449.39540000","4.13437227",46599
8584,3586,"Balkh","Chimtal","Garmali","36.463390","66.525290","1724.58616600","172458.61660000","2.54049929",18549
8593,4172,"Bamyan","Bamyan","Garmbolaq","34.703390","67.874400","1900.36246200","190036.24620000","2.26187725",36910
8604,24610,"Nimroz","Khash Rod","Garu (2)","31.659320","62.962090","5766.21489300","576621.48930000","3.31700833",42189
8608,2116,"Badghis","Jawand","Gashak","34.816690","63.898790","7146.26802700","714626.80270000","4.61455838",27942
8619,2680,"Baghlan","Baghlani Jadid","Gaw Dara","36.424800","68.481850","2641.12697800","264112.69780000","2.68201759",1494
8629,23359,"Nangarhar","Acheen","Gawar","34.054970","70.656090","451.01565850","45101.56585000","1.02199565",10078
8685,3315,"Baghlan","Tala Wa Barfak","Gawrasang","35.199390","68.221490","2880.69305000","288069.30500000","2.76463831",21260
8688,25110,"Paktika","Gayan","Gayan","32.978210","69.371820","235.94585870","23594.58587000","0.61859484",558
8711,31040,"Zabul","Shinkay","Gazak Kalay","31.945190","66.978490","2269.03463400","226903.46340000","2.76829660",17599
8721,16945,"Kabul","Surobi","Gaze Ulya","34.776290","69.841790","1251.45297200","125145.29720000","2.31110126",25550
8023,14922,"Hirat","Guzara","Estraw","34.279670","62.023680","2612.95396600","261295.39660000","3.23810943",43773
8033,1066,"Badakhshan","Kuran Wa Munjan","Ewem","36.026010","70.755470","5187.86552600","518786.55260000","4.32313333",5668
8042,30715,"Zabul","Shahjoy","Ezmat","32.602430","67.548960","1721.10491200","172110.49120000","2.12445070",34917
8051,30173,"Zabul","Kakar","Fadzelkhan Kalay","32.760570","67.006210","1080.88974300","108088.97430000","1.73126371",43408
8060,15739,"Hirat","Shindand","Fakhrabade Sufla","33.305990","62.227200","6762.97916800","676297.91680000","5.77895722",33909
8069,10632,"Ghazni","Nawur","Faqir","33.706280","67.726890","5234.49395400","523449.39540000","4.13437227",11319
8077,13605,"Hilmand","Garmser","Faqir Mohammadkhan Kalay","31.135990","64.174990","10344.98330000","1034498.33000000","4.37815374",24278
8095,9378,"Ghazni","Bahrami Shahid (Jaghatu)","Faqirshah","33.582900","68.020290","589.36192030","58936.19203000","1.36221136",506
8109,3213,"Baghlan","Puli Hisar","Farashkushta","35.636600","69.693840","888.79957810","88879.95781000","1.54583925",2844
8118,238,"Badakhshan","Baharak","Farhad","37.009220","70.822030","327.97563840","32797.56384000","0.95135073",35090
8127,16917,"Kabul","Surobi","Farman","34.668590","69.816490","1251.45297200","125145.29720000","2.31110126",45090
8158,21803,"Maydan Wardak","Chaki Wardak","Fatehkhel","34.136470","68.493930","1098.16345800","109816.34580000","1.76193871",35085
8166,26073,"Paktya","Gardiz","Fathullahkhel","33.565990","69.240800","704.84064000","70484.06400000","1.46607508",16717
8175,27090,"Parwan","Shekh  Ali","Fawaz Pa'in","34.912120","68.596180","915.68440070","91568.44007000","1.37212429",1004
8186,1518,"Badakhshan","Tashkan","Faydzani","36.839380","70.346010","811.60976830","81160.97683000","1.90770437",13346
8193,17566,"Kandahar","Khakrez","Faydzullah Kalay","31.954900","65.660190","1616.32043000","161632.04300000","2.22657295",42484
8201,27265,"Parwan","Sia Gird ( Ghorbund)","Ferenjal","34.987090","68.687740","898.56295820","89856.29582000","1.49891603",40494
8210,4336,"Bamyan","Kahmard","Ferozak","35.363740","67.995830","1377.58818000","137758.81800000","2.13159629",43469
8219,1324,"Badakhshan","Shahri Buzurg","Feryasek","37.419190","70.158540","956.09496390","95609.49639000","1.57525526",1679
8240,22079,"Maydan Wardak","Hisa-I- Awali Bihsud","Frakhlum","34.496860","68.115600","1575.97127300","157597.12730000","2.02800873",25232
8252,9525,"Ghazni","Gelan","Gabru","32.748200","67.749600","1113.07842900","111307.84290000","1.84762882",39524
8265,23302,"Maydan Wardak","Saydabad","Gadarkhel","34.085480","68.744280","1123.81610400","112381.61040000","1.90142804",27124
8285,20687,"Kunduz","Kunduz","Gadi","36.768980","68.939000","610.28746760","61028.74676000","1.73370690",30870
8293,24801,"Nuristan","Mandol","Gadwal","35.338790","70.214100","2029.54056600","202954.05660000","2.49060884",20476
8306,2210,"Badghis","Jawand","Gahle Syah","35.062190","64.818400","7146.26802700","714626.80270000","4.61455838",7957
8312,20489,"Kunduz","Imam Sahib","Gajir","37.176070","69.027160","1656.03935300","165603.93530000","2.48541445",49291
8322,8377,"Faryab","Dawlatabad","Gala Jar","36.394620","65.212390","2720.91150600","272091.15060000","2.77426917",14880
8335,2043,"Badghis","Bala Murghab","Gala-i-Chashma (1)","35.715990","63.497190","4491.30951800","449130.95180000","4.10316880",21010
8340,16751,"Kabul","Qarabagh","Galawan","34.847260","69.152280","209.09005820","20909.00582000","0.83642706",14873
8349,6019,"Daykundi","Gizab","Galpakhal","33.445640","66.293590","3636.41197800","363641.19780000","4.66451720",3650
8353,26989,"Parwan","Salang","Gamandi","35.237090","69.135980","508.16549300","50816.54930000","1.03503481",24146
8363,1941,"Badghis","Ab Kamari","Gana Gul","35.010690","63.032210","1817.25136500","181725.13650000","2.26428041",13598
8371,28480,"Sari Pul","Sayyad","Ganda Beland","36.073390","65.598890","1251.69484400","125169.48440000","1.81307456",35981
8381,8848,"Faryab","Qaysar","Gandab","35.715690","64.070490","2502.48809700","250248.80970000","2.87578967",6840
8389,18169,"Kandahar","Nesh","Gandacha","32.394100","65.590590","1302.72456700","130272.45670000","1.80173092",36202
8402,18020,"Kandahar","Maywand","Gandakhel","31.596500","64.803190","2858.35458400","285835.45840000","2.33120239",40959
8411,8971,"Ghazni","Ab Band","Gandaw(Gandab)","32.831290","68.128700","1007.61056600","100761.05660000","1.39245137",1594
8425,28964,"Takhar","Rustaq","Ganj","37.093700","69.971790","1939.02976100","193902.97610000","2.13557420",16279
8435,2755,"Baghlan","Dahana-I- Ghuri","Ganji (1)","35.815990","68.537550","1468.18702200","146818.70220000","1.83689019",20646
8447,23447,"Nangarhar","Bati Kot","Garae","34.314750","70.795140","144.08716610","14408.71661000","0.47855089",26468
8457,11807,"Ghor","Dawlat Yar","Garayamdad","34.445290","65.665590","1639.29037200","163929.03720000","1.91875926",7230
8467,9973,"Ghazni","Jaghuri","Gardan (2)","33.168060","67.537260","2136.83386600","213683.38660000","2.49381861",34445
8480,5534,"Bamyan","Waras","Gardana-i-Gultala","34.325420","67.373380","2969.25806500","296925.80650000","3.02383066",30926
8498,6829,"Daykundi","Nili","Gardane Khak","33.785290","65.993640","554.28837890","55428.83789000","1.39374009",37848
8507,3042,"Baghlan","Khost Wa Firing","Gardani","35.922030","69.657940","1886.48594300","188648.59430000","2.03774839",3720
8517,21619,"Logar","Puli Alam","Gardezkhel","33.873990","69.226790","1132.38620200","113238.62020000","1.99905941",3094
8530,17009,"Kandahar","Arghistan","Gare Kalay","31.287700","66.719490","3908.88030100","390888.03010000","3.54865906",1269
8541,21535,"Logar","Mohammad Agha","Gargaw","34.222390","69.250900","1035.08103300","103508.10330000","1.63297185",16508
8550,23760,"Nangarhar","Hesarak","Gari (1)","34.327290","69.751590","680.17696590","68017.69659000","1.61027081",12334
8556,18065,"Kandahar","Maywand","Garm Abak Janubi","31.768190","64.986190","2858.35458400","285835.45840000","2.33120239",25526
8586,30513,"Zabul","Qalat","Garmam","32.094620","66.862010","1828.25815400","182825.81540000","2.06889671",44446
8612,14908,"Hirat","Guzara","Gashem Chah","34.259190","62.120910","2612.95396600","261295.39660000","3.23810943",8509
8634,20758,"Laghman","Alingar","Gawarjan","34.719640","70.463070","838.76595170","83876.59517000","1.47070690",33326
8639,14750,"Hirat","Gulran","Gawdar","34.957290","61.681600","6078.11997700","607811.99770000","4.58534401",20970
8648,29057,"Takhar","Taluqan","Gawhar Sang","36.698120","69.500950","875.49547560","87549.54756000","1.83413008",16932
8658,5523,"Bamyan","Waras","Gawkhanagak (1)","34.303220","67.403560","2969.25806500","296925.80650000","3.02383066",44235
8666,11122,"Ghazni","Qarabagh","Gawmeshak","33.155690","67.924600","1570.02690400","157002.69040000","2.02625370",23688
8680,5425,"Bamyan","Waras","Gawokharo","34.246170","67.229140","2969.25806500","296925.80650000","3.02383066",41526
8694,178,"Badakhshan","Argo","Gaz Dara","37.176670","70.467350","1031.65695800","103165.69580000","1.88035696",25122
8729,18097,"Kandahar","Miya Nishin","Gazkol (1)","32.250690","66.154290","917.55119790","91755.11979000","1.64606149",22635
8738,23806,"Nangarhar","Kama","Gek","34.418480","70.635680","235.82440890","23582.44089000","0.76686007",15512
8742,9523,"Ghazni","Gelan","Gelan","32.724970","67.635930","1113.07842900","111307.84290000","1.84762882",40563
8754,26959,"Parwan","Salang","Gelkana","35.155580","69.164380","508.16549300","50816.54930000","1.03503481",38527
8769,8080,"Farah","Pur Chaman","Gerd Khola","33.301990","63.591900","6693.60148500","669360.14850000","6.60154343",25132
8778,20383,"Kunduz","Chahar Dara","Gerdan","36.628220","68.846290","1240.77188900","124077.18890000","2.01578824",26311
8786,19565,"Khost","Mosa Khail","Gerday Khola","33.600890","69.672390","430.16064920","43016.06492000","1.25145759",35278
8797,12261,"Ghor","Lal Wa Sarjangal","Gerde Awlang-i-Sar Jangal","34.585100","66.252400","3883.31688000","388331.68800000","3.23005985",13831
8807,6168,"Daykundi","Ishtarlay","Gerdjangal","33.989140","66.394770","1359.71967600","135971.96760000","2.24047655",26107
8814,6396,"Daykundi","Kajran","Gernay","33.259540","65.483760","1886.72443200","188672.44320000","2.62302963",39507
8825,24816,"Nuristan","Mandol","Gezin","35.397190","70.295200","2029.54056600","202954.05660000","2.49060884",41203
8091,19884,"Khost","Tere Zayi","Faqirano Kala","33.468400","70.057290","395.62955060","39562.95506000","1.07203478",49975
8100,7586,"Farah","Bala Buluk","Farah Road","32.750620","62.588330","5450.51970900","545051.97090000","4.51693938",2212
8112,1742,"Badakhshan","Yaftal Sufla","Farghambuli","37.360240","70.360240","605.13603000","60513.60300000","1.19404596",5201
8122,8274,"Farah","Shib Koh","Farib","32.131640","61.488130","2738.48462700","273848.46270000","2.72198564",31115
8129,16851,"Kabul","Surobi","Farmanbeg","34.452300","69.748700","1251.45297200","125145.29720000","2.31110126",19863
8137,16113,"Jawzjan","Mardyan","Faruq Qala","37.027440","66.362010","708.56604440","70856.60444000","1.31548435",48355
8147,2030,"Badghis","Bala Murghab","Fateh Khan (2)","35.626090","63.309600","4491.30951800","449130.95180000","4.10316880",10646
8156,27060,"Parwan","Sayd Khel","Fatehkhankhel","35.090380","69.262580","46.77723391","4677.72339100","0.37990445",25422
8164,18248,"Kandahar","Panjwayi","Fathullah","31.525790","65.569400","5963.25386500","596325.38650000","3.40674571",442
8176,20072,"Kunar","Dara-I-Pech","Faweri Khwar","35.013790","70.907090","560.49548290","56049.54829000","1.14139180",31991
8188,5500,"Bamyan","Waras","Faydzi","34.288130","67.237620","2969.25806500","296925.80650000","3.02383066",38787
8200,20882,"Laghman","Alishing","Feradoli","34.801400","70.037590","671.90366080","67190.36608000","1.24205012",13631
8207,5691,"Bamyan","Yakawlang","Feroz Bahar","34.753240","67.072970","6704.06481900","670406.48190000","4.56271540",15289
8236,2705,"Baghlan","Burka","Folowl-e Pa'in","36.213410","69.249090","837.86331820","83786.33182000","1.67032209",23050
8250,24991,"Paktika","Barmal","Gabrey","32.820930","69.390140","1285.40773800","128540.77380000","1.82346256",21698
8255,23715,"Nangarhar","Hesarak","Gad Khail (Mohammad Ali Qala)","34.266430","69.816580","680.17696590","68017.69659000","1.61027081",32161
8269,24853,"Nuristan","Nurgaram","Gadalam","35.098390","70.474400","927.37699220","92737.69922000","1.52914769",17552
8278,28773,"Takhar","Farkhar","Gaday Darrah","36.633890","69.821300","1214.80369000","121480.36900000","1.77223080",20671
8288,2630,"Baghlan","Baghlani Jadid","Gadi (2)","36.240220","68.776250","2641.12697800","264112.69780000","2.68201759",46531
8301,30538,"Zabul","Qalat","Gagezi Kalay","32.168750","66.868520","1828.25815400","182825.81540000","2.06889671",35554
8321,15180,"Hirat","Karukh","Gala Gash","34.587090","62.508000","2014.05618800","201405.61880000","2.60320187",3409
8348,21083,"Laghman","Mihtarlam","Galoch","34.691490","69.923690","720.11729570","72011.72957000","1.56121571",6886
8359,3358,"Baghlan","Tala Wa Barfak","Gambar","35.490500","68.323190","2880.69305000","288069.30500000","2.76463831",5996
8415,7251,"Daykundi","Shahristan","Gandiw","33.731900","66.679790","1963.34655500","196334.65550000","2.89261492",2381
8426,17522,"Kandahar","Kandahar","Ganj Earya","31.630790","65.702150","777.88488230","77788.48823000","1.24918883",6161
8438,18629,"Kandahar","Spin Boldak","Ganjisu(Dado Kalay)","31.039000","66.572590","5644.20076100","564420.07610000","3.50349977",20055
8450,17924,"Kandahar","Maruf","Garang (2)","31.633390","67.164190","3190.97530100","319097.53010000","3.44291338",28669
8456,12027,"Ghor","Lal Wa Sarjangal","Gardake Sufla","34.351240","66.513370","3883.31688000","388331.68800000","3.23005985",7261
8478,1329,"Badakhshan","Shahri Buzurg","Gardanak","37.444500","70.028790","956.09496390","95609.49639000","1.57525526",47302
8489,3300,"Baghlan","Tala Wa Barfak","Gardandeh","35.149960","68.090660","2880.69305000","288069.30500000","2.76463831",14430
8502,9940,"Ghazni","Jaghuri","Gardane Sang","33.139590","67.426190","2136.83386600","213683.38660000","2.49381861",38137
8508,1286,"Badakhshan","Shahri Buzurg","Gardan-i-Reg","37.267500","70.046430","956.09496390","95609.49639000","1.57525526",37819
8516,26091,"Paktya","Gardiz","Gardeyz","33.589790","69.232440","704.84064000","70484.06400000","1.46607508",5732
8525,7367,"Daykundi","Shahristan","Gardu","33.796930","66.706230","1963.34655500","196334.65550000","2.89261492",45264
8545,31036,"Zabul","Shinkay","Gari","31.930490","67.063890","2269.03463400","226903.46340000","2.76829660",26955
8557,18063,"Kandahar","Maywand","Garm Abak Shamli","31.766100","64.954490","2858.35458400","285835.45840000","2.33120239",16862
8601,29719,"Uruzgan","Tirin Kot","Garni","32.608310","65.814900","1765.96494000","176596.49400000","2.34130493",32907
8613,1021,"Badakhshan","Kuf Ab","Garyon","38.001900","70.533990","1419.48602700","141948.60270000","1.99394736",16072
8621,25999,"Paktya","Chamkani","Gawagezay","33.798500","69.742690","298.57269470","29857.26947000","0.89466929",32308
8628,27165,"Parwan","Shinwari","Gawand","34.987700","68.981240","723.05066530","72305.06653000","1.38554439",49030
8640,4625,"Bamyan","Panjab","Gawband","34.455190","66.927090","1895.78632700","189578.63270000","2.99211860",20470
8649,1766,"Badakhshan","Yamgan (Girwan)","Gawhar","36.420600","70.761150","1779.18089400","177918.08940000","2.22297860",49434
8651,29091,"Takhar","Taluqan","Gawi (2)","36.731780","69.365300","875.49547560","87549.54756000","1.83413008",16435
8684,13798,"Hilmand","Lashkar Gah","Gawragay","31.613600","64.508590","997.82525940","99782.52594000","1.53533163",11939
8690,19665,"Khost","Shamal","Gayankhelo Kot (2)","33.274800","69.590190","172.94053160","17294.05316000","0.60563065",34809
8712,56,"Badakhshan","Argo","Gazan","36.997960","70.635640","1031.65695800","103165.69580000","1.88035696",30602
8723,15000,"Hirat","Hirat","Gazer Gah","34.372990","62.238450","1255.95744200","125595.74420000","1.61979557",32956
8730,13469,"Hilmand","Baghran","Gazi","33.250990","65.150070","3124.39714600","312439.71460000","3.11994608",981
8745,9524,"Ghazni","Gelan","Gelan (Janda)","32.725490","67.633590","1113.07842900","111307.84290000","1.84762882",1028
8757,8250,"Farah","Qala Ka","Geng","32.364290","61.461310","3598.12678700","359812.67870000","2.98748663",44610
8764,4958,"Bamyan","Waras","Gerd","34.007820","67.004150","2969.25806500","296925.80650000","3.02383066",16450
8777,17777,"Kandahar","Maruf","Gerdab(Gerdaw)","31.449690","67.224800","3190.97530100","319097.53010000","3.44291338",36590
8787,5676,"Bamyan","Yakawlang","Gerdbed","34.740460","66.917720","6704.06481900","670406.48190000","4.56271540",10911
8799,22954,"Maydan Wardak","Markazi Bihsud","Gerdel","34.552680","67.918690","3349.80881400","334980.88140000","3.55996157",29134
8809,22950,"Maydan Wardak","Markazi Bihsud","Gerdoleng","34.544590","67.841580","3349.80881400","334980.88140000","3.55996157",16766
8820,19578,"Khost","Nadir Shah Kot","Gesha","33.292090","69.626390","330.58449610","33058.44961000","0.94341755",48721
8830,10868,"Ghazni","Nawur","Ghadaki","34.052700","67.516590","5234.49395400","523449.39540000","4.13437227",9343
8839,26142,"Paktya","Gardiz","Ghafurkhel","33.705500","69.214690","704.84064000","70484.06400000","1.46607508",38058
8850,5829,"Daykundi","Gaiti","Ghala","33.422550","65.843550","1452.73664900","145273.66490000","2.48803768",34126
8862,8344,"Faryab","Almar","Ghalbala","35.993260","64.447630","1484.55232500","148455.23250000","2.31714160",28056
8872,14508,"Hirat","Chishti Sharif","Ghale Saqab","34.279200","63.875690","2575.45684600","257545.68460000","2.99561627",8903
8886,24133,"Nangarhar","Rodat","Ghaljyan","34.264840","70.576040","366.23291210","36623.29121000","0.96962167",2284
8351,19461,"Khost","Khost(Matun)","Galyan","33.353290","69.906790","483.70857860","48370.85786000","1.24966209",11307
8361,20347,"Kunar","Wata Pur","Gambir","35.011800","71.102690","257.40781240","25740.78124000","0.71952722",49912
8369,1909,"Badghis","Ab Kamari","Ganda Ab","34.788190","62.903200","1817.25136500","181725.13650000","2.26428041",33469
8388,8685,"Faryab","Pashtun Kot","Gandabi","35.965890","64.985490","2767.44458000","276744.45800000","3.80849782",8016
8398,9137,"Ghazni","Andar","Gandaher","33.294990","68.400300","715.62302400","71562.30240000","1.30813216",21434
8406,6651,"Daykundi","Miramor","Gandaqol","33.870800","66.960090","2363.07096400","236307.09640000","2.85112247",18919
8418,9147,"Ghazni","Andar","Gandikhel","33.302300","68.325690","715.62302400","71562.30240000","1.30813216",40812
8430,7544,"Farah","Bala Buluk","Ganjabad","32.621900","62.453910","5450.51970900","545051.97090000","4.51693938",31376
8436,2748,"Baghlan","Dahana-I- Ghuri","Ganji (2)","35.791750","68.536890","1468.18702200","146818.70220000","1.83689019",48594
8444,10477,"Ghazni","Muqur","Gara","32.975300","67.876990","885.00271780","88500.27178000","1.42687677",45402
8454,23706,"Nangarhar","Hesarak","Garay","34.255700","69.819190","680.17696590","68017.69659000","1.61027081",34135
8462,12011,"Ghor","Lal Wa Sarjangal","Gardake Ulya","34.335450","66.509670","3883.31688000","388331.68800000","3.23005985",25604
8476,18471,"Kandahar","Shah Wali Kot","Gardana","32.169600","65.911290","3228.84419200","322884.41920000","3.43499212",41222
8482,27064,"Parwan","Shekh  Ali","Gardana-i-Sang","34.856450","68.511080","915.68440070","91568.44007000","1.37212429",28398
8492,5108,"Bamyan","Waras","Gardandeh (2)","34.103320","67.235180","2969.25806500","296925.80650000","3.02383066",6691
8500,4096,"Balkh","Zari","Gardane Qala","35.830230","66.818890","846.40734410","84640.73441000","1.48816850",44360
8519,26346,"Paktya","Zurmat","Gardedkhwahi","33.286090","69.095790","1421.38646100","142138.64610000","1.84491038",1551
8531,12946,"Ghor","Taywara","Gareba","33.315090","64.221390","3629.32174300","362932.17430000","3.27919322",28280
8537,2478,"Badghis","Qadis","Gargal","35.025100","63.504610","3385.34990100","338534.99010000","3.48240524",6174
8548,18816,"Kandahar","Spin Boldak","Gargre Matruka","31.268090","66.371890","5644.20076100","564420.07610000","3.50349977",39814
8558,12138,"Ghor","Lal Wa Sarjangal","Garm Ab-e Olya","34.475500","65.977290","3883.31688000","388331.68800000","3.23005985",48785
8579,22354,"Maydan Wardak","Jalrez","Garmak","34.427490","68.491390","1094.27622300","109427.62230000","1.70188980",47510
8599,30357,"Zabul","Mizan","Garnala","32.274970","66.594020","1107.90897000","110790.89700000","1.52103380",33561
8609,2117,"Badghis","Jawand","Gashbandi","34.821090","63.915390","7146.26802700","714626.80270000","4.61455838",25956
8626,859,"Badakhshan","Kishim","Gaw Sawaran","36.847560","70.091780","777.29918900","77729.91890000","1.44383520",1032
8635,2793,"Baghlan","Dahana-I- Ghuri","Gawargan (2)","35.928580","68.647130","1468.18702200","146818.70220000","1.83689019",3255
8642,22471,"Maydan Wardak","Markazi Bihsud","Gawdaqul","34.177960","67.473860","3349.80881400","334980.88140000","3.55996157",20283
8646,26530,"Panjsher","Bazarak","Gaweni","35.369590","69.477280","377.60785250","37760.78525000","0.88632276",25774
8664,29726,"Uruzgan","Tirin Kot","Gawmargyan","32.616010","65.810770","1765.96494000","176596.49400000","2.34130493",47776
8677,10654,"Ghazni","Nawur","Gawmurda (2)","33.743890","67.402890","5234.49395400","523449.39540000","4.13437227",36389
8689,7404,"Daykundi","Shahristan","Gawshakh","33.815290","66.305630","1963.34655500","196334.65550000","2.89261492",41614
8693,24387,"Nimroz","Chakhansur","GAZ","31.169890","62.065700","9699.89876300","969989.87630000","5.44154943",46990
8716,501,"Badakhshan","Fayzabad","Gazan (1)","37.152310","70.634960","513.68990090","51368.99009000","1.19566605",6643
8732,2182,"Badghis","Jawand","Gazestan (3)","35.001500","63.982990","7146.26802700","714626.80270000","4.61455838",41628
8748,6707,"Daykundi","Miramor","Geldichka","33.900080","67.340360","2363.07096400","236307.09640000","2.85112247",26413
8758,31056,"Zabul","Shinkay","Gerabanda","31.986090","67.133690","2269.03463400","226903.46340000","2.76829660",10944
8765,22978,"Maydan Wardak","Markazi Bihsud","Gerd Awlang","34.572370","67.515660","3349.80881400","334980.88140000","3.55996157",32215
8768,16254,"Kabul","Bagrami","Gerd Kol(Gerd Qol)","34.488290","69.247890","280.78748550","28078.74855000","0.88779485",3369
8779,20124,"Kunar","Ghaziabad","Gerdaw(Gerdab)","35.235690","71.285600","556.17890890","55617.89089000","1.13044162",44955
8793,10823,"Ghazni","Nawur","Gerdbed Qalandar","34.020700","67.371340","5234.49395400","523449.39540000","4.13437227",21003
8801,13010,"Ghor","Taywara","Gerdhulang","33.484430","64.245120","3629.32174300","362932.17430000","3.27919322",40439
8808,4397,"Bamyan","Panjab","Gerdnay","34.325390","66.897700","1895.78632700","189578.63270000","2.99211860",2083
8832,18973,"Kapisa","Hisa-i-Awali Kohistan","Ghafarkhel","35.090390","69.297180","90.83291079","9083.29107900","0.46802996",46701
8842,24403,"Nimroz","Chakhansur","Ghajar","31.190690","62.092900","9699.89876300","969989.87630000","5.44154943",31611
8863,2278,"Badghis","Jawand","Ghale Guyak","35.188000","64.685100","7146.26802700","714626.80270000","4.61455838",20087
8873,8490,"Faryab","Kohistan","Ghale Syah","35.238090","64.457090","2254.04470700","225404.47070000","2.94355907",26518
8883,740,"Badakhshan","Khwahan","Ghalil","37.747910","70.384350","734.15813810","73415.81381000","1.53114549",7980
8431,24731,"Nuristan","Bargi Matal","Ganjelukshal","35.788690","71.241590","1726.81909500","172681.90950000","2.14040013",40063
8437,13226,"Ghor","Tulak","Ganji Khwaja Morad","34.066890","63.529900","2714.89191900","271489.19190000","2.64495862",9622
8458,2061,"Badghis","Ghormach","Garband","35.589300","63.806390","2083.25306000","208325.30600000","2.23458974",13633
8471,22773,"Maydan Wardak","Markazi Bihsud","Gardan Borideh (1)","34.429250","67.861220","3349.80881400","334980.88140000","3.55996157",19673
8483,26954,"Parwan","Salang","Gardana-i-Qala","35.145290","69.233690","508.16549300","50816.54930000","1.03503481",37347
8495,5658,"Bamyan","Yakawlang","Gardane Ambar","34.728700","66.767400","6704.06481900","670406.48190000","4.56271540",25849
8503,4049,"Balkh","Zari","Gardane Surkhya","35.758430","66.798520","846.40734410","84640.73441000","1.48816850",8192
8514,30760,"Zabul","Shamulzayi","Gardaw","31.638100","67.457100","2911.66747200","291166.74720000","2.75162063",40810
8526,5259,"Bamyan","Waras","Gardon-arg","34.174150","67.038080","2969.25806500","296925.80650000","3.02383066",43222
8539,20866,"Laghman","Alishing","Gargar","34.772200","70.114490","671.90366080","67190.36608000","1.24205012",22767
8552,17234,"Kandahar","Arghistan","Gari Kalay","31.721790","66.817990","3908.88030100","390888.03010000","3.54865906",15667
8559,14139,"Hilmand","Naw Zad","Garma Janubi","32.087050","64.665150","4135.19600400","413519.60040000","4.31215267",18459
8582,10871,"Ghazni","Nawur","Garmak (1)","34.053440","67.442040","5234.49395400","523449.39540000","4.13437227",2518
8590,4519,"Bamyan","Panjab","Garmawak","34.392200","66.777990","1895.78632700","189578.63270000","2.99211860",4937
8600,29873,"Zabul","Arghandab","Garnay","32.373340","66.901640","1507.17975900","150717.97590000","2.29490105",19849
8614,2895,"Baghlan","Dushi","Gastoghay","35.579200","68.482090","1902.11455000","190211.45500000","2.76820789",44621
8623,329,"Badakhshan","Darayim","Gawaki","36.985700","70.291670","569.83883290","56983.88329000","1.27107684",15064
8632,2825,"Baghlan","Dahana-I- Ghuri","Gawargan (1)","36.016990","68.564620","1468.18702200","146818.70220000","1.83689019",10793
8679,11185,"Ghazni","Qarabagh","Gawmurdah","33.236240","67.799770","1570.02690400","157002.69040000","2.02625370",434
8691,7173,"Daykundi","Shahristan","Gaz","33.669650","66.584080","1963.34655500","196334.65550000","2.89261492",15571
8697,14670,"Hirat","Ghoryan","Gaza","34.381800","61.457600","7384.77899400","738477.89940000","4.59225900",23229
8719,1698,"Badakhshan","Yaftal Sufla","Gazanak","37.278750","70.508430","605.13603000","60513.60300000","1.19404596",34428
8740,24596,"Nimroz","Khash Rod","Gekan","31.427690","62.490910","5766.21489300","576621.48930000","3.31700833",6390
8744,2862,"Baghlan","Dih Salah","Gelasdara","35.789200","69.276300","462.36678100","46236.67810000","0.99181587",45352
8755,7702,"Farah","Farah","Genakan","32.379190","62.043200","3462.50474400","346250.47440000","3.85111230",16004
8766,916,"Badakhshan","Kohistan","Gerd Bad","37.400410","70.739710","603.55525830","60355.52583000","1.22309240",31737
8776,24031,"Nangarhar","Lal Por","Gerdaba","34.261740","70.979210","476.37838020","47637.83802000","1.04303330",29584
8785,21145,"Laghman","Qarghayi","Gerday Kac (1)","34.497590","70.097400","956.79783450","95679.78345000","1.76341491",43000
8796,5726,"Bamyan","Yakawlang","Gerde Alang","34.814970","66.673550","6704.06481900","670406.48190000","4.56271540",23433
8806,23464,"Nangarhar","Bihsud","Gerdi Kac","34.385060","70.667590","312.38392920","31238.39292000","1.17639843",22723
8813,14588,"Hirat","Farsi","Gergi","33.762990","63.330800","2009.32712700","200932.71270000","2.43529755",11445
8824,7499,"Farah","Bakwa","Gewurz","32.190860","63.022750","2424.06803500","242406.80350000","2.34581603",48772
8838,25978,"Paktya","Ali Khail (Jaji)","Ghafur Tangay","34.014500","69.586780","606.28276970","60628.27697000","1.56014163",46606
8847,21536,"Logar","Mohammad Agha","Ghal Darrah","34.223600","69.167690","1035.08103300","103508.10330000","1.63297185",36757
